"year","county","source_precinct","target_precinct","method","candidate_count"
"2000","Anoka","ANDOVER P-7","0020","legacy_bridge_vtd00","1"
"2000","Anoka","ANDOVER P-8","0016","legacy_bridge_vtd00","1"
"2000","Anoka","ANDOVER P-9","0024","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-1","0025","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-2","0030","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-3","0035","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-4","0040","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-5","0045","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-6","0050","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-7","0055","legacy_bridge_vtd00","1"
"2000","Anoka","ANOKA P-8","0056","legacy_bridge_vtd00","1"
"2000","Anoka","BETHEL P-1","0060","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-1 P-1","0065","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-1 P-2","0070","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-1 P-3","0075","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-1 P-4","0080","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-1 P-5","0124","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-1 P-6","0126","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-1 P-7","0127","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-1","0085","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-1A","0086","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-2","0090","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-2A","0091","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-3","0095","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-4","0100","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-5","0128","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-2 P-6","0129","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-3 P-1","0105","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-3 P-2","0110","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-3 P-2A","0111","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-3 P-3","0115","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-3 P-4","0120","legacy_bridge_vtd00","1"
"2000","Anoka","BLAINE D-3 P-5","0121","legacy_bridge_vtd00","1"
"2000","Anoka","BURNS TWP.","0125","legacy_bridge_vtd00","1"
"2000","Anoka","CENTERVILLE P-1","0130","legacy_bridge_vtd00","1"
"2000","Anoka","CIRCLE PINES P-1","0135","legacy_bridge_vtd00","1"
"2000","Anoka","CIRCLE PINES P-2","0140","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-1","0145","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-2","0150","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-3","0155","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-4","0160","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-5","0165","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-6","0170","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-7","0180","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBIA HEIGHTS P-8","0185","legacy_bridge_vtd00","1"
"2000","Anoka","COLUMBUS TWP.","0190","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-1 P-1","0195","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-1 P-2","0200","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-1 P-3","0220","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-1 P-4","0221","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-2 P-1","0230","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-2 P-2","0250","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-2 P-3","0260","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-2 P-4","0255","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-3 P-1","0285","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-3 P-2","0270","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-3 P-3","0275","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-3 P-4","0280","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-4 P-1","0265","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-4 P-2","0445","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-4 P-3","0205","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-4 P-4","0210","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-4 P-5","0215","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-5 P-1","0292","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-5 P-2","0235","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-5 P-3","0240","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-5 P-4","0245","legacy_bridge_vtd00","1"
"2000","Anoka","COON RAPIDS W-5 P-5","0290","legacy_bridge_vtd00","1"
"2000","Anoka","EAST BETHEL P-1","0295","legacy_bridge_vtd00","1"
"2000","Anoka","EAST BETHEL P-2","0300","legacy_bridge_vtd00","1"
"2000","Anoka","EAST BETHEL P-3","0301","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-1 P-1","0305","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-1 P-2","0310","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-1 P-3","0315","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-1 P-4","0320","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-2 P-1","0330","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-2 P-2","0335","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-2 P-3","0340","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-2 P-4","0345","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-3 P-1","0350","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-3 P-2","0355","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-3 P-3","0360","legacy_bridge_vtd00","1"
"2000","Anoka","FRIDLEY W-3 P-4","0365","legacy_bridge_vtd00","1"
"2000","Anoka","HAM LAKE P-1","0370","legacy_bridge_vtd00","1"
"2000","Anoka","HAM LAKE P-2","0375","legacy_bridge_vtd00","1"
"2000","Anoka","HAM LAKE P-3","0377","legacy_bridge_vtd00","1"
"2000","Anoka","HAM LAKE P-4","0378","legacy_bridge_vtd00","1"
"2000","Anoka","HAM LAKE P-5","0379","legacy_bridge_vtd00","1"
"2000","Anoka","HAM LAKE P-6","0381","legacy_bridge_vtd00","1"
"2000","Anoka","HILLTOP P-1","0380","legacy_bridge_vtd00","1"
"2000","Anoka","LEXINGTON P-1","0385","legacy_bridge_vtd00","1"
"2000","Anoka","LINO LAKES P-1","0390","legacy_bridge_vtd00","1"
"2000","Anoka","LINO LAKES P-2","0395","legacy_bridge_vtd00","1"
"2000","Anoka","LINO LAKES P-3","0396","legacy_bridge_vtd00","1"
"2000","Anoka","LINO LAKES P-4","0397","legacy_bridge_vtd00","1"
"2000","Anoka","LINWOOD TWP.","0400","legacy_bridge_vtd00","1"
"2000","Anoka","OAK GROVE P-1","0405","legacy_bridge_vtd00","1"
"2000","Anoka","OAK GROVE P-2","0406","legacy_bridge_vtd00","1"
"2000","Anoka","RAMSEY P-1","0410","legacy_bridge_vtd00","1"
"2000","Anoka","RAMSEY P-2","0411","legacy_bridge_vtd00","1"
"2000","Anoka","RAMSEY P-3","0415","legacy_bridge_vtd00","1"
"2000","Anoka","RAMSEY P-4","0420","legacy_bridge_vtd00","1"
"2000","Anoka","RAMSEY P-5","0421","legacy_bridge_vtd00","1"
"2000","Anoka","SPRING LAKE PARK P-1","0430","legacy_bridge_vtd00","1"
"2000","Anoka","SPRING LAKE PARK P-2","0435","legacy_bridge_vtd00","1"
"2000","Anoka","SPRING LAKE PARK P-3","0440","legacy_bridge_vtd00","1"
"2000","Anoka","ST. FRANCIS P-1","0425","legacy_bridge_vtd00","1"
"2000","Becker","ATLANTA TWP.","0005","legacy_bridge_vtd00","1"
"2000","Becker","AUDUBON","0010","legacy_bridge_vtd00","1"
"2000","Becker","AUDUBON TWP.","0015","legacy_bridge_vtd00","1"
"2000","Becker","BURLINGTON TWP.","0020","legacy_bridge_vtd00","1"
"2000","Becker","CALLAWAY","0025","legacy_bridge_vtd00","1"
"2000","Becker","CALLAWAY TWP.","0030","legacy_bridge_vtd00","1"
"2000","Becker","CARSONVILLE TWP.","0035","legacy_bridge_vtd00","1"
"2000","Becker","CORMORANT TWP.","0040","legacy_bridge_vtd00","1"
"2000","Becker","CUBA TWP.","0045","legacy_bridge_vtd00","1"
"2000","Becker","DETROIT LAKES W-1 P-1","0055","legacy_bridge_vtd00","1"
"2000","Becker","DETROIT LAKES W-1 P-2","0060","legacy_bridge_vtd00","1"
"2000","Becker","DETROIT LAKES W-2 P-1","0065","legacy_bridge_vtd00","1"
"2000","Becker","DETROIT LAKES W-3 P-1","0075","legacy_bridge_vtd00","1"
"2000","Becker","DETROIT TWP.","0050","legacy_bridge_vtd00","1"
"2000","Becker","EAGLE VIEW TWP.","0082","legacy_bridge_vtd00","1"
"2000","Becker","ERIE TWP.","0085","legacy_bridge_vtd00","1"
"2000","Becker","EVERGREEN TWP.","0090","legacy_bridge_vtd00","1"
"2000","Becker","FOREST TWP.","0095","legacy_bridge_vtd00","1"
"2000","Becker","FRAZEE","0100","legacy_bridge_vtd00","1"
"2000","Becker","GREEN VALLEY TWP.","0105","legacy_bridge_vtd00","1"
"2000","Becker","HAMDEN TWP.","0110","legacy_bridge_vtd00","1"
"2000","Becker","HEIGHT OF LAND TWP.","0115","legacy_bridge_vtd00","1"
"2000","Becker","HOLMESVILLE TWP.","0120","legacy_bridge_vtd00","1"
"2000","Becker","LAKE EUNICE TWP.","0125","legacy_bridge_vtd00","1"
"2000","Becker","LAKE PARK","0130","legacy_bridge_vtd00","1"
"2000","Becker","LAKE PARK TWP.","0135","legacy_bridge_vtd00","1"
"2000","Becker","LAKE VIEW TWP.","0140","legacy_bridge_vtd00","1"
"2000","Becker","MAPLE GROVE TWP.","0145","legacy_bridge_vtd00","1"
"2000","Becker","OGEMA","0150","legacy_bridge_vtd00","1"
"2000","Becker","OSAGE TWP.","0155","legacy_bridge_vtd00","1"
"2000","Becker","PINE POINT TWP.","0160","legacy_bridge_vtd00","1"
"2000","Becker","RICEVILLE TWP.","0165","legacy_bridge_vtd00","1"
"2000","Becker","RICHWOOD TWP.","0170","legacy_bridge_vtd00","1"
"2000","Becker","ROUND LAKE TWP.","0175","legacy_bridge_vtd00","1"
"2000","Becker","RUNEBERG TWP.","0180","legacy_bridge_vtd00","1"
"2000","Becker","SAVANNAH TWP.","0185","legacy_bridge_vtd00","1"
"2000","Becker","SHELL LAKE TWP.","0190","legacy_bridge_vtd00","1"
"2000","Becker","SILVER LEAF TWP.","0195","legacy_bridge_vtd00","1"
"2000","Becker","SPRING CREEK TWP.","0200","legacy_bridge_vtd00","1"
"2000","Becker","SPRUCE GROVE TWP.","0205","legacy_bridge_vtd00","1"
"2000","Becker","SUGAR BUSH TWP.","0210","legacy_bridge_vtd00","1"
"2000","Becker","TOAD LAKE TWP.","0215","legacy_bridge_vtd00","1"
"2000","Becker","TWO INLETS TWP.","0220","legacy_bridge_vtd00","1"
"2000","Becker","WALWORTH TWP.","0225","legacy_bridge_vtd00","1"
"2000","Becker","WHITE EARTH TWP.","0230","legacy_bridge_vtd00","1"
"2000","Becker","WOLF LAKE","0235","legacy_bridge_vtd00","1"
"2000","Becker","WOLF LAKE TWP.","0240","legacy_bridge_vtd00","1"
"2000","Beltrami","ALASKA TWP.","0005","legacy_bridge_vtd00","1"
"2000","Beltrami","BATTLE TWP.","0010","legacy_bridge_vtd00","1"
"2000","Beltrami","BEMIDJI TWP.","0015","legacy_bridge_vtd00","1"
"2000","Beltrami","BEMIDJI W-1","0020","legacy_bridge_vtd00","1"
"2000","Beltrami","BEMIDJI W-2","0025","legacy_bridge_vtd00","1"
"2000","Beltrami","BEMIDJI W-3","0030","legacy_bridge_vtd00","1"
"2000","Beltrami","BEMIDJI W-4","0035","legacy_bridge_vtd00","1"
"2000","Beltrami","BEMIDJI W-5","0040","legacy_bridge_vtd00","1"
"2000","Beltrami","BENVILLE TWP.","0045","legacy_bridge_vtd00","1"
"2000","Beltrami","BIRCH TWP.","0050","legacy_bridge_vtd00","1"
"2000","Beltrami","BLACKDUCK","0055","legacy_bridge_vtd00","1"
"2000","Beltrami","BUZZLE TWP.","0060","legacy_bridge_vtd00","1"
"2000","Beltrami","CORMANT TWP.","0065","legacy_bridge_vtd00","1"
"2000","Beltrami","DURAND TWP.","0070","legacy_bridge_vtd00","1"
"2000","Beltrami","ECKLES TWP.","0075","legacy_bridge_vtd00","1"
"2000","Beltrami","FROHN TWP.","0080","legacy_bridge_vtd00","1"
"2000","Beltrami","FUNKLEY","0085","legacy_bridge_vtd00","1"
"2000","Beltrami","GRANT VALLEY TWP.","0090","legacy_bridge_vtd00","1"
"2000","Beltrami","HAGALI TWP.","0095","legacy_bridge_vtd00","1"
"2000","Beltrami","HAMRE TWP.","0100","legacy_bridge_vtd00","1"
"2000","Beltrami","HINES TWP.","0105","legacy_bridge_vtd00","1"
"2000","Beltrami","HORNET TWP.","0110","legacy_bridge_vtd00","1"
"2000","Beltrami","JONES TWP.","0115","legacy_bridge_vtd00","1"
"2000","Beltrami","KELLIHER","0120","legacy_bridge_vtd00","1"
"2000","Beltrami","KELLIHER TWP.","0125","legacy_bridge_vtd00","1"
"2000","Beltrami","LAMMERS TWP.","0130","legacy_bridge_vtd00","1"
"2000","Beltrami","LANGOR TWP.","0135","legacy_bridge_vtd00","1"
"2000","Beltrami","LEE TWP.","0140","legacy_bridge_vtd00","1"
"2000","Beltrami","LIBERTY TWP.","0145","legacy_bridge_vtd00","1"
"2000","Beltrami","LITTLE ROCK","000202","legacy_bridge_current_vtd","1"
"2000","Beltrami","MAPLE RIDGE TWP.","0150","legacy_bridge_vtd00","1"
"2000","Beltrami","MINNIE TWP.","0155","legacy_bridge_vtd00","1"
"2000","Beltrami","MOOSE LAKE TWP.","0160","legacy_bridge_vtd00","1"
"2000","Beltrami","NEBISH TWP.","0165","legacy_bridge_vtd00","1"
"2000","Beltrami","NORTHERN TWP.","0170","legacy_bridge_vtd00","1"
"2000","Beltrami","O'BRIEN TWP.","0175","legacy_bridge_vtd00","1"
"2000","Beltrami","PONEMAH PREC","0180","legacy_bridge_vtd00","1"
"2000","Beltrami","PORT HOPE TWP.","0185","legacy_bridge_vtd00","1"
"2000","Beltrami","QUIRING TWP.","0190","legacy_bridge_vtd00","1"
"2000","Beltrami","RED LAKE AGENCY PREC","0195","legacy_bridge_vtd00","1"
"2000","Beltrami","REDBY PREC","0200","legacy_bridge_vtd00","1"
"2000","Beltrami","ROOSEVELT TWP.","0205","legacy_bridge_vtd00","1"
"2000","Beltrami","SHOOKS TWP.","0210","legacy_bridge_vtd00","1"
"2000","Beltrami","SHOTLEY TWP.","0215","legacy_bridge_vtd00","1"
"2000","Beltrami","SOLWAY","0220","legacy_bridge_vtd00","1"
"2000","Beltrami","SPRUCE GROVE TWP.","0225","legacy_bridge_vtd00","1"
"2000","Beltrami","STEENERSON TWP.","0230","legacy_bridge_vtd00","1"
"2000","Beltrami","SUGAR BUSH TWP.","0235","legacy_bridge_vtd00","1"
"2000","Beltrami","SUMMIT TWP.","0240","legacy_bridge_vtd00","1"
"2000","Beltrami","TAYLOR TWP.","0245","legacy_bridge_vtd00","1"
"2000","Beltrami","TEN LAKE TWP.","0250","legacy_bridge_vtd00","1"
"2000","Beltrami","TENSTRIKE","0255","legacy_bridge_vtd00","1"
"2000","Beltrami","TURTLE LAKE TWP.","0260","legacy_bridge_vtd00","1"
"2000","Beltrami","TURTLE RIVER","0265","legacy_bridge_vtd00","1"
"2000","Beltrami","TURTLE RIVER TWP.","0270","legacy_bridge_vtd00","1"
"2000","Beltrami","UNORG. DIST. #1","0275","legacy_bridge_vtd00","1"
"2000","Beltrami","UNORG. DIST. #2","0280","legacy_bridge_vtd00","1"
"2000","Beltrami","UNORG. DIST. #3","0285","legacy_bridge_vtd00","1"
"2000","Beltrami","WASKISH TWP.","0290","legacy_bridge_vtd00","1"
"2000","Beltrami","WILTON","0295","legacy_bridge_vtd00","1"
"2000","Beltrami","WOODROW TWP.","0300","legacy_bridge_vtd00","1"
"2000","Benton","ALBERTA TWP","0005","legacy_bridge_vtd00","1"
"2000","Benton","FOLEY","0010","legacy_bridge_vtd00","1"
"2000","Benton","GILMAN","0015","legacy_bridge_vtd00","1"
"2000","Benton","GILMANTON TWP","0020","legacy_bridge_vtd00","1"
"2000","Benton","GLENDORADO TWP","0025","legacy_bridge_vtd00","1"
"2000","Benton","GRAHAM TWP","0030","legacy_bridge_vtd00","1"
"2000","Benton","GRANITE LEDGE TWP","0035","legacy_bridge_vtd00","1"
"2000","Benton","LANGOLA TWP","0040","legacy_bridge_vtd00","1"
"2000","Benton","MAYHEW LAKE TWP.","0045","legacy_bridge_vtd00","1"
"2000","Benton","MAYWOOD TWP.","0050","legacy_bridge_vtd00","1"
"2000","Benton","MINDEN TWP.","0055","legacy_bridge_vtd00","1"
"2000","Benton","RICE","0060","legacy_bridge_vtd00","1"
"2000","Benton","RONNEBY","0065","legacy_bridge_vtd00","1"
"2000","Benton","SARTELL","0095","legacy_bridge_vtd00","1"
"2000","Benton","SAUK RAPIDS P-1","0100","legacy_bridge_vtd00","1"
"2000","Benton","SAUK RAPIDS P-2","0105","legacy_bridge_vtd00","1"
"2000","Benton","SAUK RAPIDS P-3","0110","legacy_bridge_vtd00","1"
"2000","Benton","SAUK RAPIDS P-4","0111","legacy_bridge_vtd00","1"
"2000","Benton","SAUK RAPIDS P-5","000112","legacy_bridge_current_vtd","1"
"2000","Benton","SAUK RAPIDS P-6","000113","legacy_bridge_current_vtd","1"
"2000","Benton","SAUK RAPIDS TWP P-1","0115","legacy_bridge_vtd00","1"
"2000","Benton","ST CLOUD W-2 P-1","0070","legacy_bridge_vtd00","1"
"2000","Benton","ST CLOUD W-2 P-2","0075","legacy_bridge_vtd00","1"
"2000","Benton","ST CLOUD W-2 P-3","0080","legacy_bridge_vtd00","1"
"2000","Benton","ST CLOUD W-2 P-4","0085","legacy_bridge_vtd00","1"
"2000","Benton","ST CLOUD W-2 P-8","0086","legacy_bridge_vtd00","1"
"2000","Benton","ST GEORGE TWP","0090","legacy_bridge_vtd00","1"
"2000","Benton","WATAB TWP","0120","legacy_bridge_vtd00","1"
"2000","Big Stone","AKRON TWP.","0005","legacy_bridge_vtd00","1"
"2000","Big Stone","ALMOND TWP.","0010","legacy_bridge_vtd00","1"
"2000","Big Stone","ARTICHOKE TWP.","0015","legacy_bridge_vtd00","1"
"2000","Big Stone","BARRY","0020","legacy_bridge_vtd00","1"
"2000","Big Stone","BEARDSLEY CITY","0031","legacy_bridge_vtd00","1"
"2000","Big Stone","BIG STONE TWP","0025","legacy_bridge_vtd00","1"
"2000","Big Stone","BROWNS VALLEY TWP.","0030","legacy_bridge_vtd00","1"
"2000","Big Stone","CLINTON","0035","legacy_bridge_vtd00","1"
"2000","Big Stone","CORRELL","0040","legacy_bridge_vtd00","1"
"2000","Big Stone","FOSTER TWP.","0045","legacy_bridge_vtd00","1"
"2000","Big Stone","GRACEVILLE","0050","legacy_bridge_vtd00","1"
"2000","Big Stone","GRACEVILLE TWP.","0055","legacy_bridge_vtd00","1"
"2000","Big Stone","JOHNSON CITY","0056","legacy_bridge_vtd00","1"
"2000","Big Stone","MALTA TWP.","0060","legacy_bridge_vtd00","1"
"2000","Big Stone","MOONSHINE TWP.","0065","legacy_bridge_vtd00","1"
"2000","Big Stone","ODESSA","0070","legacy_bridge_vtd00","1"
"2000","Big Stone","ODESSA TWP.","0075","legacy_bridge_vtd00","1"
"2000","Big Stone","ORTONVILLE CTY. W-1","0080","legacy_bridge_vtd00","1"
"2000","Big Stone","ORTONVILLE CTY. W-2","0085","legacy_bridge_vtd00","1"
"2000","Big Stone","ORTONVILLE TWP.","0086","legacy_bridge_vtd00","1"
"2000","Big Stone","OTREY TWP.","0090","legacy_bridge_vtd00","1"
"2000","Big Stone","PRIOR TWP.","0095","legacy_bridge_vtd00","1"
"2000","Big Stone","TOQUA TWP.","0100","legacy_bridge_vtd00","1"
"2000","Blue Earth","AMBOY CITY","0005","legacy_bridge_vtd00","1"
"2000","Blue Earth","BEAUFORD TWP.","0010","legacy_bridge_vtd00","1"
"2000","Blue Earth","BUTTERNUT VALLEY TWP.","0015","legacy_bridge_vtd00","1"
"2000","Blue Earth","CAMBRIA TWP.","0020","legacy_bridge_vtd00","1"
"2000","Blue Earth","CERESCO TWP.","0025","legacy_bridge_vtd00","1"
"2000","Blue Earth","DANVILLE TWP.","0030","legacy_bridge_vtd00","1"
"2000","Blue Earth","DECORIA TWP.","0035","legacy_bridge_vtd00","1"
"2000","Blue Earth","EAGLE LAKE CITY","0040","legacy_bridge_vtd00","1"
"2000","Blue Earth","GARDEN CITY TWP.","0045","legacy_bridge_vtd00","1"
"2000","Blue Earth","GOOD THUNDER CITY","0050","legacy_bridge_vtd00","1"
"2000","Blue Earth","JAMESTOWN TWP.","0055","legacy_bridge_vtd00","1"
"2000","Blue Earth","JUDSON TWP.","0060","legacy_bridge_vtd00","1"
"2000","Blue Earth","LAKE CRYSTAL CITY","0065","legacy_bridge_vtd00","1"
"2000","Blue Earth","LE RAY TWP.","0070","legacy_bridge_vtd00","1"
"2000","Blue Earth","LIME TWP.","0075","legacy_bridge_vtd00","1"
"2000","Blue Earth","LINCOLN TWP.","0080","legacy_bridge_vtd00","1"
"2000","Blue Earth","LYRA TWP.","0085","legacy_bridge_vtd00","1"
"2000","Blue Earth","MADISON LAKE CITY","0095","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-01","0100","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-02","0105","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-03","0106","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-04","0110","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-05","0115","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-06","0120","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-07","0125","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-08","0130","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-09","0135","legacy_bridge_vtd00","1"
"2000","Blue Earth","MANKATO CITY P-10","0140","legacy_bridge_vtd00","1"
